# 气象站 西安, 中国, WMO_ID=57131，选择从 05.10.2017 至 05.10.2018, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru 
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=57131&lang=cn
#
"当地时间 西安";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.09.2018 20:00";"15.5";"730.0";"766.7";"0.3";"86";"从南方吹来的风";"1";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"1000-1500";"";"";"12.0";"13.2";"0.1";"6";"";"";"";"";
"16.09.2018 17:00";"16.5";"729.7";"766.3";"-0.9";"78";"从西南偏南方向吹来的风";"2";"";"";"100%.";"小雨（不冻） ";"雨";"雨";"";"";"";"100%.";"2500或更高，或无云。";"";"";"29.0";"12.7";"";"";"";"";"";"";
"16.09.2018 14:00";"16.7";"730.6";"767.2";"-1.4";"80";"从西南方吹来的风";"3";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"雨";"14.6";"";"";"100%.";"600-1000";"";"";"29.0";"13.2";"2.0";"6";"";"";"";"";
"16.09.2018 11:00";"15.3";"732.0";"768.9";"0.5";"93";"从西南偏南方向吹来的风";"3";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"雨";"";"";"";"100%.";"600-1000";"";"";"15.0";"14.2";"";"";"";"";"";"";
"16.09.2018 08:00";"14.7";"731.5";"768.4";"1.1";"95";"从西南方吹来的风";"3";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"12.0";"13.9";"1.0";"6";"";"";"";"";
"16.09.2018 05:00";"15.4";"730.4";"767.2";"-0.2";"93";"从西南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"21.0";"14.3";"";"";"";"";"";"";
"16.09.2018 02:00";"15.9";"730.6";"767.3";"0.2";"94";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"13.0";"14.9";"0.1";"6";"";"";"";"";
"15.09.2018 23:00";"15.6";"730.4";"767.2";"0.4";"96";"从西南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"";"";"";"7.0";"15.0";"";"";"";"";"";"";
"15.09.2018 20:00";"15.7";"730.0";"766.7";"0.9";"96";"从西南偏南方向吹来的风";"3";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"雨";"";"";"";"100%.";"2500或更高，或无云。";"";"";"11.0";"15.1";"3.0";"6";"";"";"";"";
"15.09.2018 17:00";"16.3";"729.1";"765.7";"-0.3";"97";"从西南方吹来的风";"2";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"雨";"";"";"";"100%.";"600-1000";"";"";"7.0";"15.8";"";"";"";"";"";"";
"15.09.2018 14:00";"16.0";"729.4";"766.0";"-0.6";"96";"从西南方吹来的风";"5";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"雨";"16.0";"";"";"100%.";"600-1000";"";"";"7.0";"15.4";"11.0";"6";"";"";"";"";
"15.09.2018 11:00";"17.6";"730.0";"766.5";"1.4";"96";"从西南方吹来的风";"2";"";"";"100%.";"间歇性雨，不冻，在观测时中度 ";"雨";"雨";"";"";"";"100%.";"2500或更高，或无云。";"";"";"7.0";"17.0";"";"";"";"";"";"";
"15.09.2018 08:00";"17.7";"728.6";"765.0";"1.3";"97";"从西南偏南方向吹来的风";"2";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"3.9";"17.2";"5.0";"6";"";"";"";"";
"15.09.2018 05:00";"20.0";"727.3";"763.3";"0.5";"88";"从西南偏西方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"";"";"";"3.9";"18.0";"";"";"";"";"";"";
"15.09.2018 02:00";"20.5";"726.8";"762.7";"0.0";"83";"从南方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"24.3";"";"";"";"";"";"6.0";"17.5";"";"";"";"";"";"";
"14.09.2018 23:00";"21.3";"726.8";"762.7";"0.5";"77";"从东南方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.1";"";"";"";"";"";"";
"14.09.2018 20:00";"21.4";"726.3";"762.1";"0.4";"77";"从东南偏南方向吹来的风";"1";"";"";"100%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"6.0";"17.2";"";"";"";"";"";"";
"14.09.2018 17:00";"23.5";"725.9";"761.4";"-0.9";"60";"从西南偏南方向吹来的风";"2";"";"";"100%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"7.0";"15.3";"";"";"";"";"";"";
"14.09.2018 14:00";"23.1";"726.8";"762.4";"-1.0";"59";"从南方吹来的风";"3";"";"";"100%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.2";"";"";"100%.";"2500或更高，或无云。";"";"";"6.0";"14.7";"";"";"";"";"";"";
"14.09.2018 11:00";"22.0";"727.8";"763.6";"1.1";"65";"从东北方吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"7.0";"15.1";"";"";"";"";"";"";
"14.09.2018 08:00";"19.3";"726.7";"762.8";"0.5";"82";"从东南方吹来的风";"2";"";"";"90  或者更多，但不为100%";"薄雾 ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"3.0";"16.2";"";"";"";"";"";"";
"14.09.2018 05:00";"17.9";"726.2";"762.4";"0.5";"87";"从东方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"";"";"";"6.0";"15.7";"";"";"";"";"";"";
"14.09.2018 02:00";"18.6";"725.7";"761.8";"0.1";"78";"从南方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"20.7";"";"";"";"";"";"8.0";"14.7";"";"";"";"";"";"";
"13.09.2018 23:00";"18.4";"725.6";"761.8";"0.5";"78";"从南方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"14.0";"14.5";"";"";"";"";"";"";
"13.09.2018 20:00";"18.6";"725.1";"761.2";"0.2";"73";"从东北偏北方向吹来的风";"1";"";"";"100%.";"云量发展情况没有进行观测或无法观测。 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"18.0";"13.7";"0.1";"6";"";"";"";"";
"13.09.2018 17:00";"19.7";"724.9";"760.9";"-0.2";"69";"从东北偏北方向吹来的风";"2";"";"";"100%.";"云量发展情况没有进行观测或无法观测。 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"29.0";"13.9";"";"";"";"";"";"";
"13.09.2018 14:00";"19.2";"725.1";"761.1";"-0.3";"87";"从东北方吹来的风";"2";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"18.8";"";"";"100%.";"2500或更高，或无云。";"";"";"3.9";"17.0";"2.0";"6";"";"";"";"";
"13.09.2018 11:00";"19.8";"725.4";"761.4";"1.6";"74";"从东北偏东方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"13.09.2018 08:00";"19.6";"723.8";"759.7";"1.5";"65";"从东北偏东方向吹来的风";"3";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"12.0";"12.8";"";"";"";"";"";"";
"13.09.2018 05:00";"19.0";"722.3";"758.2";"-0.5";"71";"从东北方吹来的风";"4";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"13.09.2018 02:00";"20.7";"722.8";"758.5";"-0.4";"65";"从东北偏北方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"26.2";"";"";"";"";"";"9.0";"13.9";"";"";"";"";"";"";
"12.09.2018 23:00";"21.8";"723.2";"758.8";"0.8";"64";"从东北偏东方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"12.09.2018 20:00";"23.4";"722.4";"757.8";"-0.4";"58";"从东北偏北方向吹来的风";"2";"";"";"40%.";" ";"";"";"";"";"";"40%.";"2500或更高，或无云。";"";"";"12.0";"14.7";"";"";"";"";"";"";
"12.09.2018 17:00";"25.4";"722.8";"757.9";"-1.4";"51";"从东北偏东方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"18.0";"14.5";"";"";"";"";"";"";
"12.09.2018 14:00";"25.2";"724.2";"759.4";"-0.9";"50";"从东北偏东方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"20.5";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"16.0";"14.0";"";"";"";"";"";"";
"12.09.2018 11:00";"24.0";"725.1";"760.5";"0.8";"52";"从东北偏北方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"15.0";"13.5";"";"";"";"";"";"";
"12.09.2018 08:00";"21.8";"724.3";"760.0";"0.9";"59";"从东北方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"14.0";"13.4";"";"";"";"";"";"";
"12.09.2018 05:00";"21.1";"723.4";"759.1";"-0.1";"60";"从东北偏北方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"18.0";"13.0";"";"";"";"";"";"";
"12.09.2018 02:00";"22.1";"723.5";"759.1";"-0.4";"59";"从东北偏北方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"30.1";"";"";"";"";"";"9.0";"13.7";"";"";"";"";"";"";
"11.09.2018 23:00";"24.1";"723.9";"759.3";"0.9";"51";"从东北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"25.0";"13.3";"";"";"";"";"";"";
"11.09.2018 20:00";"25.8";"723.0";"758.1";"0.3";"45";"从东北偏东方向吹来的风";"3";"";"";"10%  或者更少，但不为0";" ";"";"";"";"";"";"10%  或者更少，但不为0";"2500或更高，或无云。";"";"";"29.0";"13.0";"";"";"";"";"";"";
